part_number,model,light_type,buzzer,voltage,color,mount,ip,db,ma,weight,size,pdf_page,description,source_url,source_page,source_title,category_name,row_no,data_model,data_voltage,data_color,data_ip,data_pl_id,search_text,validation_status
MFL80-110/220-B,MFL80,LED Multi-function,-,AC110V-220V,Blue,-,IP65,-,90,-,Ø80,90-91,Đèn LED đa chức năng MFL80,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",960,MFL80,AC110V-220V,Blue,IP65,26,"mfl80-110/220-b mfl80 26 led multi-function 110/220 ac110v-220v b blue 90 ø80 ip65 90-91 pdf đèn led đa chức năng mfl80 mfl mfl60,mfl80,mfl100,mfl125 signal beacons multi-function led",imported_from_live_site
MFL80-110/220-G,MFL80,LED Multi-function,-,AC110V-220V,Green,-,IP65,-,90,-,Ø80,90-91,Đèn LED đa chức năng MFL80,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",958,MFL80,AC110V-220V,Green,IP65,26,"mfl80-110/220-g mfl80 26 led multi-function 110/220 ac110v-220v g green 90 ø80 ip65 90-91 pdf đèn led đa chức năng mfl80 mfl mfl60,mfl80,mfl100,mfl125 signal beacons multi-function led",imported_from_live_site
MFL80-110/220-R,MFL80,LED Multi-function,-,AC110V-220V,Red,-,IP65,-,90,-,Ø80,90-91,Đèn LED đa chức năng MFL80,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",957,MFL80,AC110V-220V,Red,IP65,26,"mfl80-110/220-r mfl80 26 led multi-function 110/220 ac110v-220v r red 90 ø80 ip65 90-91 pdf đèn led đa chức năng mfl80 mfl mfl60,mfl80,mfl100,mfl125 signal beacons multi-function led",imported_from_live_site
MFL80-12/24-A,MFL80,LED Multi-function,-,DC12V-24V,Amber,-,IP65,-,118,-,Ø80,90-91,Đèn LED đa chức năng MFL80,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",955,MFL80,DC12V-24V,Amber,IP65,26,"mfl80-12/24-a mfl80 26 led multi-function 12/24 dc12v-24v a amber 118 ø80 ip65 90-91 pdf đèn led đa chức năng mfl80 mfl mfl60,mfl80,mfl100,mfl125 signal beacons multi-function led",imported_from_live_site
MFL80-12/24-B,MFL80,LED Multi-function,-,DC12V-24V,Blue,-,IP65,-,118,-,Ø80,90-91,Đèn LED đa chức năng MFL80,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",956,MFL80,DC12V-24V,Blue,IP65,26,"mfl80-12/24-b mfl80 26 led multi-function 12/24 dc12v-24v b blue 118 ø80 ip65 90-91 pdf đèn led đa chức năng mfl80 mfl mfl60,mfl80,mfl100,mfl125 signal beacons multi-function led",imported_from_live_site
MFL80-12/24-G,MFL80,LED Multi-function,-,DC12V-24V,Green,-,IP65,-,118,-,Ø80,90-91,Đèn LED đa chức năng MFL80,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",954,MFL80,DC12V-24V,Green,IP65,26,"mfl80-12/24-g mfl80 26 led multi-function 12/24 dc12v-24v g green 118 ø80 ip65 90-91 pdf đèn led đa chức năng mfl80 mfl mfl60,mfl80,mfl100,mfl125 signal beacons multi-function led",imported_from_live_site
MFL80-12/24-R,MFL80,LED Multi-function,-,DC12V-24V,Red,-,IP65,-,118,-,Ø80,90-91,Đèn LED đa chức năng MFL80,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",953,MFL80,DC12V-24V,Red,IP65,26,"mfl80-12/24-r mfl80 26 led multi-function 12/24 dc12v-24v r red 118 ø80 ip65 90-91 pdf đèn led đa chức năng mfl80 mfl mfl60,mfl80,mfl100,mfl125 signal beacons multi-function led",imported_from_live_site
Q100L-110/220-A,Q100L,LED Steady/Flashing,-,AC110V-220V,Amber,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",839,Q100L,AC110V-220V,Amber,IP65,23,"q100l-110/220-a q100l 23 led steady/flashing 110/220 ac110v-220v a amber 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-110/220-B,Q100L,LED Steady/Flashing,-,AC110V-220V,Blue,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",840,Q100L,AC110V-220V,Blue,IP65,23,"q100l-110/220-b q100l 23 led steady/flashing 110/220 ac110v-220v b blue 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-110/220-G,Q100L,LED Steady/Flashing,-,AC110V-220V,Green,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",838,Q100L,AC110V-220V,Green,IP65,23,"q100l-110/220-g q100l 23 led steady/flashing 110/220 ac110v-220v g green 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-110/220-R,Q100L,LED Steady/Flashing,-,AC110V-220V,Red,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",837,Q100L,AC110V-220V,Red,IP65,23,"q100l-110/220-r q100l 23 led steady/flashing 110/220 ac110v-220v r red 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-12/24-A,Q100L,LED Steady/Flashing,-,DC12V-24V,Amber,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",835,Q100L,DC12V-24V,Amber,IP65,23,"q100l-12/24-a q100l 23 led steady/flashing 12/24 dc12v-24v a amber 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-12/24-B,Q100L,LED Steady/Flashing,-,DC12V-24V,Blue,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",836,Q100L,DC12V-24V,Blue,IP65,23,"q100l-12/24-b q100l 23 led steady/flashing 12/24 dc12v-24v b blue 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-12/24-G,Q100L,LED Steady/Flashing,-,DC12V-24V,Green,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",834,Q100L,DC12V-24V,Green,IP65,23,"q100l-12/24-g q100l 23 led steady/flashing 12/24 dc12v-24v g green 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-12/24-R,Q100L,LED Steady/Flashing,-,DC12V-24V,Red,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",833,Q100L,DC12V-24V,Red,IP65,23,"q100l-12/24-r q100l 23 led steady/flashing 12/24 dc12v-24v r red 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-BZ-110/220-A,Q100L,LED Steady/Flashing,BZ,AC110V-220V,Amber,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",847,Q100L,AC110V-220V,Amber,IP65,23,"q100l-bz-110/220-a q100l 23 led steady/flashing bz 110/220 ac110v-220v a amber 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-BZ-110/220-B,Q100L,LED Steady/Flashing,BZ,AC110V-220V,Blue,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",848,Q100L,AC110V-220V,Blue,IP65,23,"q100l-bz-110/220-b q100l 23 led steady/flashing bz 110/220 ac110v-220v b blue 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-BZ-110/220-G,Q100L,LED Steady/Flashing,BZ,AC110V-220V,Green,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",846,Q100L,AC110V-220V,Green,IP65,23,"q100l-bz-110/220-g q100l 23 led steady/flashing bz 110/220 ac110v-220v g green 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-BZ-110/220-R,Q100L,LED Steady/Flashing,BZ,AC110V-220V,Red,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",845,Q100L,AC110V-220V,Red,IP65,23,"q100l-bz-110/220-r q100l 23 led steady/flashing bz 110/220 ac110v-220v r red 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-BZ-12/24-A,Q100L,LED Steady/Flashing,BZ,DC12V-24V,Amber,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",843,Q100L,DC12V-24V,Amber,IP65,23,"q100l-bz-12/24-a q100l 23 led steady/flashing bz 12/24 dc12v-24v a amber 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-BZ-12/24-B,Q100L,LED Steady/Flashing,BZ,DC12V-24V,Blue,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",844,Q100L,DC12V-24V,Blue,IP65,23,"q100l-bz-12/24-b q100l 23 led steady/flashing bz 12/24 dc12v-24v b blue 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-BZ-12/24-G,Q100L,LED Steady/Flashing,BZ,DC12V-24V,Green,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",842,Q100L,DC12V-24V,Green,IP65,23,"q100l-bz-12/24-g q100l 23 led steady/flashing bz 12/24 dc12v-24v g green 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100L-BZ-12/24-R,Q100L,LED Steady/Flashing,BZ,DC12V-24V,Red,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100L Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",841,Q100L,DC12V-24V,Red,IP65,23,"q100l-bz-12/24-r q100l 23 led steady/flashing bz 12/24 dc12v-24v r red 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100l q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-110/220-A,Q100LP,LED Steady/Flashing,-,AC110V-220V,Amber,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",871,Q100LP,AC110V-220V,Amber,IP65,23,"q100lp-110/220-a q100lp 23 led steady/flashing 110/220 ac110v-220v a amber 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-110/220-B,Q100LP,LED Steady/Flashing,-,AC110V-220V,Blue,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",872,Q100LP,AC110V-220V,Blue,IP65,23,"q100lp-110/220-b q100lp 23 led steady/flashing 110/220 ac110v-220v b blue 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-110/220-G,Q100LP,LED Steady/Flashing,-,AC110V-220V,Green,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",870,Q100LP,AC110V-220V,Green,IP65,23,"q100lp-110/220-g q100lp 23 led steady/flashing 110/220 ac110v-220v g green 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-110/220-R,Q100LP,LED Steady/Flashing,-,AC110V-220V,Red,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",869,Q100LP,AC110V-220V,Red,IP65,23,"q100lp-110/220-r q100lp 23 led steady/flashing 110/220 ac110v-220v r red 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-12/24-A,Q100LP,LED Steady/Flashing,-,DC12V-24V,Amber,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",867,Q100LP,DC12V-24V,Amber,IP65,23,"q100lp-12/24-a q100lp 23 led steady/flashing 12/24 dc12v-24v a amber 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-12/24-B,Q100LP,LED Steady/Flashing,-,DC12V-24V,Blue,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",868,Q100LP,DC12V-24V,Blue,IP65,23,"q100lp-12/24-b q100lp 23 led steady/flashing 12/24 dc12v-24v b blue 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-12/24-G,Q100LP,LED Steady/Flashing,-,DC12V-24V,Green,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",866,Q100LP,DC12V-24V,Green,IP65,23,"q100lp-12/24-g q100lp 23 led steady/flashing 12/24 dc12v-24v g green 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-12/24-R,Q100LP,LED Steady/Flashing,-,DC12V-24V,Red,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",865,Q100LP,DC12V-24V,Red,IP65,23,"q100lp-12/24-r q100lp 23 led steady/flashing 12/24 dc12v-24v r red 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-BZ-110/220-A,Q100LP,LED Steady/Flashing,BZ,AC110V-220V,Amber,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",879,Q100LP,AC110V-220V,Amber,IP65,23,"q100lp-bz-110/220-a q100lp 23 led steady/flashing bz 110/220 ac110v-220v a amber 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-BZ-110/220-B,Q100LP,LED Steady/Flashing,BZ,AC110V-220V,Blue,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",880,Q100LP,AC110V-220V,Blue,IP65,23,"q100lp-bz-110/220-b q100lp 23 led steady/flashing bz 110/220 ac110v-220v b blue 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-BZ-110/220-G,Q100LP,LED Steady/Flashing,BZ,AC110V-220V,Green,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",878,Q100LP,AC110V-220V,Green,IP65,23,"q100lp-bz-110/220-g q100lp 23 led steady/flashing bz 110/220 ac110v-220v g green 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-BZ-110/220-R,Q100LP,LED Steady/Flashing,BZ,AC110V-220V,Red,-,IP65,80dB,80,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",877,Q100LP,AC110V-220V,Red,IP65,23,"q100lp-bz-110/220-r q100lp 23 led steady/flashing bz 110/220 ac110v-220v r red 80 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-BZ-12/24-A,Q100LP,LED Steady/Flashing,BZ,DC12V-24V,Amber,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",875,Q100LP,DC12V-24V,Amber,IP65,23,"q100lp-bz-12/24-a q100lp 23 led steady/flashing bz 12/24 dc12v-24v a amber 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
Q100LP-BZ-12/24-B,Q100LP,LED Steady/Flashing,BZ,DC12V-24V,Blue,-,IP65,80dB,270,-,Ø100,80-81,Đèn LED Ø100mm Q100LP Q-Series IP65,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",876,Q100LP,DC12V-24V,Blue,IP65,23,"q100lp-bz-12/24-b q100lp 23 led steady/flashing bz 12/24 dc12v-24v b blue 270 ø100 ip65 80db 80-81 logic đèn led ø100mm q100lp q-series ip65 q100 q100l,q100lw,q100lp signal beacons led steady/flashing",imported_from_live_site
